,Melodic_Interval_Histogram_0,Melodic_Interval_Histogram_1,Melodic_Interval_Histogram_2,Melodic_Interval_Histogram_3,Melodic_Interval_Histogram_4,Melodic_Interval_Histogram_5,Melodic_Interval_Histogram_6,Melodic_Interval_Histogram_7,Melodic_Interval_Histogram_8,Melodic_Interval_Histogram_9,Melodic_Interval_Histogram_10,Melodic_Interval_Histogram_11,Melodic_Interval_Histogram_12,Melodic_Interval_Histogram_13,Melodic_Interval_Histogram_14,Melodic_Interval_Histogram_15,Melodic_Interval_Histogram_16,Melodic_Interval_Histogram_17,Melodic_Interval_Histogram_18,Melodic_Interval_Histogram_19,Melodic_Interval_Histogram_20,Melodic_Interval_Histogram_21,Melodic_Interval_Histogram_22,Melodic_Interval_Histogram_23,Melodic_Interval_Histogram_24,Melodic_Interval_Histogram_25,Melodic_Interval_Histogram_26,Melodic_Interval_Histogram_27,Melodic_Interval_Histogram_28,Melodic_Interval_Histogram_29,Melodic_Interval_Histogram_30,Melodic_Interval_Histogram_31,Melodic_Interval_Histogram_32,Melodic_Interval_Histogram_33,Melodic_Interval_Histogram_34,Melodic_Interval_Histogram_35,Melodic_Interval_Histogram_36,Melodic_Interval_Histogram_37,Melodic_Interval_Histogram_38,Melodic_Interval_Histogram_39,Melodic_Interval_Histogram_40,Melodic_Interval_Histogram_41,Melodic_Interval_Histogram_42,Melodic_Interval_Histogram_43,Melodic_Interval_Histogram_44,Melodic_Interval_Histogram_45,Melodic_Interval_Histogram_46,Melodic_Interval_Histogram_47,Melodic_Interval_Histogram_48,Melodic_Interval_Histogram_49,Melodic_Interval_Histogram_50,Melodic_Interval_Histogram_51,Melodic_Interval_Histogram_52,Melodic_Interval_Histogram_53,Melodic_Interval_Histogram_54,Melodic_Interval_Histogram_55,Melodic_Interval_Histogram_56,Melodic_Interval_Histogram_57,Melodic_Interval_Histogram_58,Melodic_Interval_Histogram_59,Melodic_Interval_Histogram_60,Melodic_Interval_Histogram_61,Melodic_Interval_Histogram_62,Melodic_Interval_Histogram_63,Melodic_Interval_Histogram_64,Melodic_Interval_Histogram_65,Melodic_Interval_Histogram_66,Melodic_Interval_Histogram_67,Melodic_Interval_Histogram_68,Melodic_Interval_Histogram_69,Melodic_Interval_Histogram_70,Melodic_Interval_Histogram_71,Melodic_Interval_Histogram_72,Melodic_Interval_Histogram_73,Melodic_Interval_Histogram_74,Melodic_Interval_Histogram_75,Melodic_Interval_Histogram_76,Melodic_Interval_Histogram_77,Melodic_Interval_Histogram_78,Melodic_Interval_Histogram_79,Melodic_Interval_Histogram_80,Melodic_Interval_Histogram_81,Melodic_Interval_Histogram_82,Melodic_Interval_Histogram_83,Melodic_Interval_Histogram_84,Melodic_Interval_Histogram_85,Melodic_Interval_Histogram_86,Melodic_Interval_Histogram_87,Melodic_Interval_Histogram_88,Melodic_Interval_Histogram_89,Melodic_Interval_Histogram_90,Melodic_Interval_Histogram_91,Melodic_Interval_Histogram_92,Melodic_Interval_Histogram_93,Melodic_Interval_Histogram_94,Melodic_Interval_Histogram_95,Melodic_Interval_Histogram_96,Melodic_Interval_Histogram_97,Melodic_Interval_Histogram_98,Melodic_Interval_Histogram_99,Melodic_Interval_Histogram_100,Melodic_Interval_Histogram_101,Melodic_Interval_Histogram_102,Melodic_Interval_Histogram_103,Melodic_Interval_Histogram_104,Melodic_Interval_Histogram_105,Melodic_Interval_Histogram_106,Melodic_Interval_Histogram_107,Melodic_Interval_Histogram_108,Melodic_Interval_Histogram_109,Melodic_Interval_Histogram_110,Melodic_Interval_Histogram_111,Melodic_Interval_Histogram_112,Melodic_Interval_Histogram_113,Melodic_Interval_Histogram_114,Melodic_Interval_Histogram_115,Melodic_Interval_Histogram_116,Melodic_Interval_Histogram_117,Melodic_Interval_Histogram_118,Melodic_Interval_Histogram_119,Melodic_Interval_Histogram_120,Melodic_Interval_Histogram_121,Melodic_Interval_Histogram_122,Melodic_Interval_Histogram_123,Melodic_Interval_Histogram_124,Melodic_Interval_Histogram_125,Melodic_Interval_Histogram_126,Melodic_Interval_Histogram_127,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,year,composer,type
Crausaz and Orton/Possum Barbecue  The.mid,0.0578, 0.04817, 0.2832, 0.21, 0.1195, 0.104, 0.03276, 0.06166, 0.01156, 0.02505, 0.01156, 0.0, 0.01541, 0.0, 0.0, 0.003854, 0.007707, 0.0, 0.00578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.821, 4.0, 1.0, 0.2832, 0.7415, 0.4875, 0.0578, 0.04817, 0.3314, 0.3295, 0.104, 0.03276, 0.06166, 0.03661, 0.01156, 0.01541, 0.01927, 1.758, 0.0, 0.5194, 1.785, 7.175, 4.942,early,others,R
Crausaz and Orton/Topsy's Night Out.mid,0.1008, 0.2003, 0.2127, 0.1036, 0.07597, 0.1312, 0.03729, 0.06215, 0.0, 0.02072, 0.004144, 0.004144, 0.02072, 0.0, 0.005525, 0.001381, 0.008287, 0.004144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005525, 0.0, 0.0, 0.001381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.548, 5.0, 1.0, 0.2127, 0.9416, 0.3812, 0.1008, 0.2003, 0.413, 0.1796, 0.1312, 0.03729, 0.06215, 0.02072, 0.008287, 0.02072, 0.02624, 1.364, 0.0, 0.4992, 1.985, 7.814, 4.903,early,others,R
Crausaz and Orton/Walkin' And Talkin'.mid,0.06269, 0.1835, 0.3838, 0.1667, 0.03517, 0.07339, 0.0, 0.03976, 0.0107, 0.02141, 0.006116, 0.0, 0.01376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001529, 0.0, 0.0, 0.0, 0.0, 0.001529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.807, 3.0, 1.0, 0.3838, 0.4781, 0.3242, 0.06269, 0.1835, 0.5673, 0.2018, 0.07339, 0.0, 0.03976, 0.03211, 0.006116, 0.01376, 0.003058, 4.739, 0.0, 0.5041, 2.174, 6.426, 6.208,early,others,R
"Crausaz and Orton/Rag-Time Joke, A.mid",0.2435, 0.3026, 0.1478, 0.05565, 0.06087, 0.113, 0.0, 0.0313, 0.0, 0.01043, 0.0, 0.0, 0.02261, 0.005217, 0.001739, 0.001739, 0.001739, 0.001739, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.334, 4.0, 1.0, 0.3026, 0.8046, 0.4174, 0.2435, 0.3026, 0.4504, 0.1165, 0.113, 0.0, 0.0313, 0.01043, 0.0, 0.02261, 0.01217, 0.9143, 0.0, 0.4644, 1.74, 5.32, 3.588,early,others,M
Crausaz and Orton/My Kickapoo.mid,0.1137, 0.2891, 0.1517, 0.09005, 0.09005, 0.1374, 0.01422, 0.06161, 0.004739, 0.009479, 0.004739, 0.004739, 0.01422, 0.004739, 0.009479, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.014, 6.0, 1.0, 0.2891, 0.5246, 0.3791, 0.1137, 0.2891, 0.4408, 0.1801, 0.1374, 0.01422, 0.06161, 0.01422, 0.009479, 0.01422, 0.01422, 1.0, 0.0, 0.5294, 1.748, 5.897, 5.043,early,others,R
Crausaz and Orton/Pride Of The Smoky Row.mid,0.1484, 0.2307, 0.182, 0.1683, 0.07731, 0.07481, 0.02244, 0.04115, 0.002494, 0.02618, 0.004988, 0.0, 0.01621, 0.0, 0.0, 0.0, 0.0, 0.002494, 0.0, 0.002494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.796, 4.0, 1.0, 0.2307, 0.7892, 0.4564, 0.1484, 0.2307, 0.4127, 0.2456, 0.07481, 0.02244, 0.04115, 0.02868, 0.004988, 0.01621, 0.004988, 2.177, 0.0, 0.53, 1.851, 6.043, 4.67,early,others,R
Crausaz and Orton/Raggy-Raggers  The.mid,0.2226, 0.1564, 0.194, 0.1654, 0.05263, 0.07218, 0.02256, 0.04962, 0.01053, 0.01805, 0.003008, 0.0, 0.02256, 0.0, 0.003008, 0.003008, 0.0, 0.003008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.817, 4.0, 2.0, 0.2226, 0.8716, 0.5188, 0.2226, 0.1564, 0.3504, 0.218, 0.07218, 0.02256, 0.04962, 0.02857, 0.003008, 0.02256, 0.01053, 3.143, 0.0, 0.4623, 1.783, 6.4, 3.829,early,others,R
Crausaz and Orton/Dingy's Serenade  The.mid,0.05431, 0.01438, 0.254, 0.3275, 0.1661, 0.1006, 0.0, 0.02077, 0.01438, 0.009585, 0.003195, 0.0, 0.01917, 0.0, 0.0, 0.00639, 0.0, 0.004792, 0.0, 0.0, 0.004792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.554, 4.0, 1.0, 0.3275, 0.7756, 0.5974, 0.05431, 0.01438, 0.2684, 0.4936, 0.1006, 0.0, 0.02077, 0.02396, 0.003195, 0.01917, 0.01597, 1.971, 0.0, 0.451, 1.413, 5.282, 4.002,early,others,R
Crausaz and Orton/Monkey Motion Rag.mid,0.1593, 0.13, 0.2894, 0.2088, 0.05311, 0.04579, 0.007326, 0.03297, 0.009158, 0.01465, 0.0, 0.0, 0.01648, 0.007326, 0.007326, 0.007326, 0.0, 0.007326, 0.001832, 0.001832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.954, 4.0, 1.0, 0.2894, 0.7215, 0.478, 0.1593, 0.13, 0.4194, 0.2619, 0.04579, 0.007326, 0.03297, 0.02381, 0.0, 0.01648, 0.03297, 3.931, 0.0, 0.4444, 2.106, 7.344, 4.354,early,others,R
Crausaz and Orton/Isadore Two Step.mid,0.09813, 0.3411, 0.215, 0.1005, 0.05841, 0.07477, 0.0, 0.01168, 0.03972, 0.03037, 0.002336, 0.002336, 0.007009, 0.0, 0.01168, 0.002336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.797, 4.0, 1.0, 0.3411, 0.6301, 0.2827, 0.09813, 0.3411, 0.5561, 0.1589, 0.07477, 0.0, 0.01168, 0.07009, 0.004673, 0.007009, 0.01869, 1.72, 0.0, 0.4715, 2.818, 8.664, 6.977,early,others,R
Crausaz and Orton/Goldilocks.mid,0.03239, 0.1845, 0.1873, 0.131, 0.1437, 0.1211, 0.008451, 0.04507, 0.02535, 0.0, 0.02113, 0.0, 0.07606, 0.0, 0.01831, 0.004225, 0.0, 0.0, 0.0, 0.001408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.172, 5.0, 1.0, 0.1873, 0.985, 0.4535, 0.03239, 0.1845, 0.3718, 0.2746, 0.1211, 0.008451, 0.04507, 0.02535, 0.02113, 0.07606, 0.02394, 0.9118, 0.0, 0.4745, 2.033, 8.728, 6.018,late,others,R
Crausaz and Orton/Hard Boiled Rag.mid,0.03579, 0.2653, 0.3537, 0.06105, 0.05263, 0.1053, 0.04211, 0.02947, 0.004211, 0.004211, 0.004211, 0.0, 0.01474, 0.0, 0.0, 0.002105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01263, 0.0, 0.01263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.229, 3.0, 1.0, 0.3537, 0.75, 0.2, 0.03579, 0.2653, 0.6189, 0.1137, 0.1053, 0.04211, 0.02947, 0.008421, 0.004211, 0.01474, 0.02737, 1.16, 0.0, 0.5022, 1.722, 5.763, 4.847,early,others,R
Crausaz and Orton/Fantastic  The.mid,0.341, 0.158, 0.2723, 0.0499, 0.05405, 0.04158, 0.004158, 0.01663, 0.008316, 0.01247, 0.002079, 0.0, 0.0104, 0.0, 0.002079, 0.002079, 0.002079, 0.0, 0.0, 0.0, 0.006237, 0.0, 0.002079, 0.0, 0.004158, 0.0, 0.0, 0.006237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002079, 0.0, 0.0, 0.002079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.43, 3.0, 2.0, 0.341, 0.7988, 0.4782, 0.341, 0.158, 0.4304, 0.104, 0.04158, 0.004158, 0.01663, 0.02079, 0.002079, 0.0104, 0.02911, 0.9231, 0.0, 0.4574, 2.248, 8.17, 3.914,early,others,M
Crausaz and Orton/Wedding Of The Painted Doll  The.mid,0.1633, 0.1406, 0.2177, 0.1111, 0.102, 0.1088, 0.01587, 0.04082, 0.02041, 0.01361, 0.004535, 0.0, 0.01134, 0.004535, 0.02268, 0.0, 0.004535, 0.01134, 0.006803, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.474, 6.0, 2.0, 0.2177, 0.75, 0.4376, 0.1633, 0.1406, 0.3583, 0.2132, 0.1088, 0.01587, 0.04082, 0.03401, 0.004535, 0.01134, 0.04989, 1.089, 0.0, 0.4986, 1.932, 7.995, 5.044,late,others,N
